Date,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,Implied_APY
2024-04-02,3277.234619140625,,0.7838000059127808,,253521183.7199997,
2024-04-03,3311.44189453125,0.010437847565395009,1.1266469955444336,0.4374164162353986,116210861.385,
2024-04-04,3330.04052734375,0.00561647566373269,0.9776690006256104,-0.13223129827531477,31683757.454999994,
2024-04-05,3318.88525390625,-0.0033498911937862585,1.0186049938201904,0.04187101479988131,1466231.0450000002,
2024-04-06,3354.183837890625,0.010635674717235144,1.0887600183486938,0.06887363104847255,1857442.3900000001,
2024-04-07,3453.49462890625,0.02960803456678729,1.189376950263977,0.09241424209155613,818376.385,
2024-04-08,3695.292724609375,0.07001548335394525,1.296394944190979,0.08997819732696999,14182837.7994,
2024-04-09,3505.163330078125,-0.051451781685670994,1.23615300655365,-0.04646881562387095,14664103.793012004,
2024-04-10,3543.737060546875,0.011004831112360725,1.4653090238571167,0.18537836019373155,16126851.532023996,
2024-04-11,3505.247802734375,-0.010861205883757163,1.373684048652649,-0.06252945536586163,659563.0708880001,
2024-04-12,3243.034912109375,-0.07480580700184813,1.2862509489059448,-0.06364862417414041,467920.133853,
2024-04-13,3004.900390625,-0.07342952756850973,1.0518180131912231,-0.18226065132478608,343748.831225,2.1512
2024-04-14,3156.94189453125,0.050597851556279494,1.2167799472808838,0.15683505323241698,349726.74784300005,2.1512
2024-04-15,3101.600341796875,-0.01753011445356112,1.0552170276641846,-0.1327790780722028,244580.614059,1.0682
2024-04-16,3084.920166015625,-0.005377925568445963,0.9845679998397827,-0.06695213019902613,253481.48749200001,0.982
2024-04-17,2984.7275390625,-0.03247819118850337,0.9267240166664124,-0.05875062279373622,265758.834273,0.715
2024-04-18,3066.027587890625,0.027238683519387852,0.9116020202636719,-0.01631769127678051,571185.903478,0.9025
2024-04-19,3059.278564453125,-0.0022012272375354636,0.9717199802398682,0.06594759405953021,176755.283543,0.8306
2024-04-20,3157.627197265625,0.032147655318233825,1.076612949371338,0.10794567495213703,141111.971587,0.8929
2024-04-21,3147.28857421875,-0.0032741746890918577,1.0508129596710205,-0.023964034349932994,140926.022981,0.8838
2024-04-22,3201.652099609375,0.017273130222613897,1.0485570430755615,-0.002146829818472362,129870.91291000001,0.8498
2024-04-23,3219.91162109375,0.0057031560320381924,0.9510779976844788,-0.09296494266555433,134629.489781,0.7773
2024-04-24,3139.80517578125,-0.024878460883124842,0.8733059763908386,-0.08177249550824017,4969259.363550001,0.7485
2024-04-25,3156.509521484375,0.005320185415315981,0.8708840012550354,-0.0027733408464839515,87037.73662299999,0.7708
2024-04-26,3130.164794921875,-0.008346157799679732,0.8232060074806213,-0.05474666397098238,167260.73070000001,0.8009
2024-04-27,3252.168212890625,0.03897667565831631,0.8403750061988831,0.02085626023406517,213989.276458,0.7679
2024-04-28,3262.774658203125,0.0032613458524253236,0.8475649952888489,0.008555691253226305,112334.704365,0.784
